Notes,Year,Year Code,County,County Code,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths
,2014,2014,"Washington County, WI",55131,Opium,T40.0,Suppressed,113947,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Washington County, WI",55131,Heroin,T40.1,Suppressed,113947,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Washington County, WI",55131,Other opioids,T40.2,Suppressed,113947,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Washington County, WI",55131,Methadone,T40.3,Suppressed,113947,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Washington County, WI",55131,Other synthetic narcotics,T40.4,Suppressed,113947,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Washington County, WI",55131,Other and unspecified narcotics,T40.6,Suppressed,113947,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Waukesha County, WI",55133,Opium,T40.0,Suppressed,340487,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Waukesha County, WI",55133,Heroin,T40.1,15,340487,Unreliable,2.47,7.27,1.14,0.13%
,2014,2014,"Waukesha County, WI",55133,Other opioids,T40.2,11,340487,Unreliable,1.61,5.78,0.97,0.10%
,2014,2014,"Waukesha County, WI",55133,Methadone,T40.3,Suppressed,340487,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Waukesha County, WI",55133,Other synthetic narcotics,T40.4,Suppressed,340487,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Waukesha County, WI",55133,Other and unspecified narcotics,T40.6,Suppressed,340487,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Waupaca County, WI",55135,Opium,T40.0,Suppressed,45094,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Waupaca County, WI",55135,Heroin,T40.1,Suppressed,45094,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Waupaca County, WI",55135,Other opioids,T40.2,Suppressed,45094,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Waupaca County, WI",55135,Methadone,T40.3,Suppressed,45094,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Waupaca County, WI",55135,Other synthetic narcotics,T40.4,Suppressed,45094,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Waupaca County, WI",55135,Other and unspecified narcotics,T40.6,Suppressed,45094,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Waushara County, WI",55137,Opium,T40.0,Suppressed,21303,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Waushara County, WI",55137,Heroin,T40.1,Suppressed,21303,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Waushara County, WI",55137,Other opioids,T40.2,Suppressed,21303,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Waushara County, WI",55137,Methadone,T40.3,Suppressed,21303,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Waushara County, WI",55137,Other synthetic narcotics,T40.4,Suppressed,21303,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Waushara County, WI",55137,Other and unspecified narcotics,T40.6,Suppressed,21303,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Winnebago County, WI",55139,Opium,T40.0,Suppressed,146204,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Winnebago County, WI",55139,Heroin,T40.1,12,146204,Unreliable,4.24,14.34,2.37,0.11%
,2014,2014,"Winnebago County, WI",55139,Other opioids,T40.2,Suppressed,146204,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Winnebago County, WI",55139,Methadone,T40.3,Suppressed,146204,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Winnebago County, WI",55139,Other synthetic narcotics,T40.4,Suppressed,146204,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Winnebago County, WI",55139,Other and unspecified narcotics,T40.6,Suppressed,146204,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Wood County, WI",55141,Opium,T40.0,Suppressed,63161,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Wood County, WI",55141,Heroin,T40.1,Suppressed,63161,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Wood County, WI",55141,Other opioids,T40.2,Suppressed,63161,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Wood County, WI",55141,Methadone,T40.3,Suppressed,63161,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Wood County, WI",55141,Other synthetic narcotics,T40.4,Suppressed,63161,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2014,2014,"Wood County, WI",55141,Other and unspecified narcotics,T40.6,Suppressed,63161,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Adams County, WI",55001,Opium,T40.0,Suppressed,18264,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Adams County, WI",55001,Heroin,T40.1,Suppressed,18264,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Adams County, WI",55001,Other opioids,T40.2,Suppressed,18264,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Adams County, WI",55001,Methadone,T40.3,Suppressed,18264,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Adams County, WI",55001,Other synthetic narcotics,T40.4,Suppressed,18264,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Adams County, WI",55001,Other and unspecified narcotics,T40.6,Suppressed,18264,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Ashland County, WI",55003,Opium,T40.0,Suppressed,13474,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Ashland County, WI",55003,Heroin,T40.1,Suppressed,13474,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Ashland County, WI",55003,Other opioids,T40.2,Suppressed,13474,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Ashland County, WI",55003,Methadone,T40.3,Suppressed,13474,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Ashland County, WI",55003,Other synthetic narcotics,T40.4,Suppressed,13474,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Ashland County, WI",55003,Other and unspecified narcotics,T40.6,Suppressed,13474,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Barron County, WI",55005,Opium,T40.0,Suppressed,39004,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Barron County, WI",55005,Heroin,T40.1,Suppressed,39004,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Barron County, WI",55005,Other opioids,T40.2,Suppressed,39004,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Barron County, WI",55005,Methadone,T40.3,Suppressed,39004,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Barron County, WI",55005,Other synthetic narcotics,T40.4,Suppressed,39004,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Barron County, WI",55005,Other and unspecified narcotics,T40.6,Suppressed,39004,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Bayfield County, WI",55007,Opium,T40.0,Suppressed,13344,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Bayfield County, WI",55007,Heroin,T40.1,Suppressed,13344,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Bayfield County, WI",55007,Other opioids,T40.2,Suppressed,13344,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Bayfield County, WI",55007,Methadone,T40.3,Suppressed,13344,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Bayfield County, WI",55007,Other synthetic narcotics,T40.4,Suppressed,13344,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Bayfield County, WI",55007,Other and unspecified narcotics,T40.6,Suppressed,13344,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Brown County, WI",55009,Opium,T40.0,Suppressed,216928,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Brown County, WI",55009,Heroin,T40.1,Suppressed,216928,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Brown County, WI",55009,Other opioids,T40.2,Suppressed,216928,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Brown County, WI",55009,Methadone,T40.3,Suppressed,216928,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Brown County, WI",55009,Other synthetic narcotics,T40.4,Suppressed,216928,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Brown County, WI",55009,Other and unspecified narcotics,T40.6,Suppressed,216928,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Buffalo County, WI",55011,Opium,T40.0,Suppressed,11407,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Buffalo County, WI",55011,Heroin,T40.1,Suppressed,11407,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Buffalo County, WI",55011,Other opioids,T40.2,Suppressed,11407,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Buffalo County, WI",55011,Methadone,T40.3,Suppressed,11407,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Buffalo County, WI",55011,Other synthetic narcotics,T40.4,Suppressed,11407,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Buffalo County, WI",55011,Other and unspecified narcotics,T40.6,Suppressed,11407,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Burnett County, WI",55013,Opium,T40.0,Suppressed,13427,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Burnett County, WI",55013,Heroin,T40.1,Suppressed,13427,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Burnett County, WI",55013,Other opioids,T40.2,Suppressed,13427,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Burnett County, WI",55013,Methadone,T40.3,Suppressed,13427,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Burnett County, WI",55013,Other synthetic narcotics,T40.4,Suppressed,13427,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Burnett County, WI",55013,Other and unspecified narcotics,T40.6,Suppressed,13427,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Calumet County, WI",55015,Opium,T40.0,Suppressed,41687,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Calumet County, WI",55015,Heroin,T40.1,Suppressed,41687,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Calumet County, WI",55015,Other opioids,T40.2,Suppressed,41687,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Calumet County, WI",55015,Methadone,T40.3,Suppressed,41687,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Calumet County, WI",55015,Other synthetic narcotics,T40.4,Suppressed,41687,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Calumet County, WI",55015,Other and unspecified narcotics,T40.6,Suppressed,41687,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Chippewa County, WI",55017,Opium,T40.0,Suppressed,54183,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Chippewa County, WI",55017,Heroin,T40.1,Suppressed,54183,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Chippewa County, WI",55017,Other opioids,T40.2,Suppressed,54183,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Chippewa County, WI",55017,Methadone,T40.3,Suppressed,54183,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Chippewa County, WI",55017,Other synthetic narcotics,T40.4,Suppressed,54183,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Chippewa County, WI",55017,Other and unspecified narcotics,T40.6,Suppressed,54183,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Clark County, WI",55019,Opium,T40.0,Suppressed,27702,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Clark County, WI",55019,Heroin,T40.1,Suppressed,27702,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Clark County, WI",55019,Other opioids,T40.2,Suppressed,27702,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Clark County, WI",55019,Methadone,T40.3,Suppressed,27702,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Clark County, WI",55019,Other synthetic narcotics,T40.4,Suppressed,27702,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Clark County, WI",55019,Other and unspecified narcotics,T40.6,Suppressed,27702,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Columbia County, WI",55021,Opium,T40.0,Suppressed,48824,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Columbia County, WI",55021,Heroin,T40.1,Suppressed,48824,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Columbia County, WI",55021,Other opioids,T40.2,Suppressed,48824,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Columbia County, WI",55021,Methadone,T40.3,Suppressed,48824,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Columbia County, WI",55021,Other synthetic narcotics,T40.4,Suppressed,48824,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Columbia County, WI",55021,Other and unspecified narcotics,T40.6,Suppressed,48824,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Crawford County, WI",55023,Opium,T40.0,Suppressed,14231,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Crawford County, WI",55023,Heroin,T40.1,Suppressed,14231,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Crawford County, WI",55023,Other opioids,T40.2,Suppressed,14231,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Crawford County, WI",55023,Methadone,T40.3,Suppressed,14231,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Crawford County, WI",55023,Other synthetic narcotics,T40.4,Suppressed,14231,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Crawford County, WI",55023,Other and unspecified narcotics,T40.6,Suppressed,14231,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Dane County, WI",55025,Opium,T40.0,Suppressed,449432,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Dane County, WI",55025,Heroin,T40.1,28,449432,6.23,4.14,9,1.18,0.25%
,2015,2015,"Dane County, WI",55025,Other opioids,T40.2,23,449432,5.12,3.24,7.68,1.07,0.20%
,2015,2015,"Dane County, WI",55025,Methadone,T40.3,10,449432,Unreliable,1.07,4.09,0.7,0.09%
,2015,2015,"Dane County, WI",55025,Other synthetic narcotics,T40.4,14,449432,Unreliable,1.7,5.23,0.83,0.12%
,2015,2015,"Dane County, WI",55025,Other and unspecified narcotics,T40.6,Suppressed,449432,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Dodge County, WI",55027,Opium,T40.0,Suppressed,76982,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Dodge County, WI",55027,Heroin,T40.1,Suppressed,76982,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Dodge County, WI",55027,Other opioids,T40.2,Suppressed,76982,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Dodge County, WI",55027,Methadone,T40.3,Suppressed,76982,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Dodge County, WI",55027,Other synthetic narcotics,T40.4,Suppressed,76982,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Dodge County, WI",55027,Other and unspecified narcotics,T40.6,Suppressed,76982,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Door County, WI",55029,Opium,T40.0,Suppressed,24686,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Door County, WI",55029,Heroin,T40.1,Suppressed,24686,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Door County, WI",55029,Other opioids,T40.2,Suppressed,24686,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Door County, WI",55029,Methadone,T40.3,Suppressed,24686,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Door County, WI",55029,Other synthetic narcotics,T40.4,Suppressed,24686,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Door County, WI",55029,Other and unspecified narcotics,T40.6,Suppressed,24686,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Douglas County, WI",55031,Opium,T40.0,Suppressed,37805,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Douglas County, WI",55031,Heroin,T40.1,Suppressed,37805,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Douglas County, WI",55031,Other opioids,T40.2,Suppressed,37805,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Douglas County, WI",55031,Methadone,T40.3,Suppressed,37805,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Douglas County, WI",55031,Other synthetic narcotics,T40.4,Suppressed,37805,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Douglas County, WI",55031,Other and unspecified narcotics,T40.6,Suppressed,37805,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Dunn County, WI",55033,Opium,T40.0,Suppressed,38733,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Dunn County, WI",55033,Heroin,T40.1,Suppressed,38733,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Dunn County, WI",55033,Other opioids,T40.2,Suppressed,38733,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Dunn County, WI",55033,Methadone,T40.3,Suppressed,38733,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Dunn County, WI",55033,Other synthetic narcotics,T40.4,Suppressed,38733,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Dunn County, WI",55033,Other and unspecified narcotics,T40.6,Suppressed,38733,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Eau Claire County, WI",55035,Opium,T40.0,Suppressed,87955,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Eau Claire County, WI",55035,Heroin,T40.1,Suppressed,87955,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Eau Claire County, WI",55035,Other opioids,T40.2,Suppressed,87955,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Eau Claire County, WI",55035,Methadone,T40.3,Suppressed,87955,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Eau Claire County, WI",55035,Other synthetic narcotics,T40.4,Suppressed,87955,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Eau Claire County, WI",55035,Other and unspecified narcotics,T40.6,Suppressed,87955,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Florence County, WI",55037,Opium,T40.0,Suppressed,4040,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Florence County, WI",55037,Heroin,T40.1,Suppressed,4040,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Florence County, WI",55037,Other opioids,T40.2,Suppressed,4040,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Florence County, WI",55037,Methadone,T40.3,Suppressed,4040,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Florence County, WI",55037,Other synthetic narcotics,T40.4,Suppressed,4040,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Florence County, WI",55037,Other and unspecified narcotics,T40.6,Suppressed,4040,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Fond du Lac County, WI",55039,Opium,T40.0,Suppressed,87403,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Fond du Lac County, WI",55039,Heroin,T40.1,Suppressed,87403,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Fond du Lac County, WI",55039,Other opioids,T40.2,Suppressed,87403,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Fond du Lac County, WI",55039,Methadone,T40.3,Suppressed,87403,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Fond du Lac County, WI",55039,Other synthetic narcotics,T40.4,Suppressed,87403,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Fond du Lac County, WI",55039,Other and unspecified narcotics,T40.6,Suppressed,87403,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Forest County, WI",55041,Opium,T40.0,Suppressed,7856,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Forest County, WI",55041,Heroin,T40.1,Suppressed,7856,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Forest County, WI",55041,Other opioids,T40.2,Suppressed,7856,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Forest County, WI",55041,Methadone,T40.3,Suppressed,7856,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Forest County, WI",55041,Other synthetic narcotics,T40.4,Suppressed,7856,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Forest County, WI",55041,Other and unspecified narcotics,T40.6,Suppressed,7856,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Grant County, WI",55043,Opium,T40.0,Suppressed,45240,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Grant County, WI",55043,Heroin,T40.1,Suppressed,45240,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Grant County, WI",55043,Other opioids,T40.2,Suppressed,45240,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Grant County, WI",55043,Methadone,T40.3,Suppressed,45240,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Grant County, WI",55043,Other synthetic narcotics,T40.4,Suppressed,45240,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Grant County, WI",55043,Other and unspecified narcotics,T40.6,Suppressed,45240,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Green County, WI",55045,Opium,T40.0,Suppressed,31646,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Green County, WI",55045,Heroin,T40.1,Suppressed,31646,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Green County, WI",55045,Other opioids,T40.2,Suppressed,31646,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Green County, WI",55045,Methadone,T40.3,Suppressed,31646,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Green County, WI",55045,Other synthetic narcotics,T40.4,Suppressed,31646,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Green County, WI",55045,Other and unspecified narcotics,T40.6,Suppressed,31646,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Green Lake County, WI",55047,Opium,T40.0,Suppressed,16175,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Green Lake County, WI",55047,Heroin,T40.1,Suppressed,16175,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Green Lake County, WI",55047,Other opioids,T40.2,Suppressed,16175,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Green Lake County, WI",55047,Methadone,T40.3,Suppressed,16175,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Green Lake County, WI",55047,Other synthetic narcotics,T40.4,Suppressed,16175,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Green Lake County, WI",55047,Other and unspecified narcotics,T40.6,Suppressed,16175,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Iowa County, WI",55049,Opium,T40.0,Suppressed,20217,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Iowa County, WI",55049,Heroin,T40.1,Suppressed,20217,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Iowa County, WI",55049,Other opioids,T40.2,Suppressed,20217,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Iowa County, WI",55049,Methadone,T40.3,Suppressed,20217,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Iowa County, WI",55049,Other synthetic narcotics,T40.4,Suppressed,20217,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Iowa County, WI",55049,Other and unspecified narcotics,T40.6,Suppressed,20217,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Iron County, WI",55051,Opium,T40.0,Suppressed,5204,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Iron County, WI",55051,Heroin,T40.1,Suppressed,5204,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Iron County, WI",55051,Other opioids,T40.2,Suppressed,5204,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Iron County, WI",55051,Methadone,T40.3,Suppressed,5204,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Iron County, WI",55051,Other synthetic narcotics,T40.4,Suppressed,5204,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Iron County, WI",55051,Other and unspecified narcotics,T40.6,Suppressed,5204,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Jackson County, WI",55053,Opium,T40.0,Suppressed,17558,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Jackson County, WI",55053,Heroin,T40.1,Suppressed,17558,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Jackson County, WI",55053,Other opioids,T40.2,Suppressed,17558,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2015,2015,"Jackson County, WI",55053,Methadone,T40.3,Suppressed,17558,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
